x_m,y_m,s_m,v_mps,v_kph,gear,rpm,curvature_1pm,section_type,camber_rad,grade_rad,limit
0.0,51.00000000000001,51.00000000000001,38.31667964951316,137.9400467382474,6,6748.78414665725,0.0,straight,0.0,0.0,accel
0.0,52.0,52.0,38.3737814887168,138.1456133593805,6,6758.841593980126,0.0,straight,0.0,0.0,accel
0.0,53.0,53.0,38.430666793515016,138.35040045665406,6,6768.860902717512,0.0,straight,0.0,0.0,accel
0.0,54.0,54.0,38.48733682801749,138.55441258086296,6,6778.842295519266,0.0,straight,0.0,0.0,accel
0.0,54.99999999999999,54.99999999999999,38.543792844576146,138.75765424047412,6,6788.785992964338,0.0,straight,0.0,0.0,accel
0.0,56.0,56.0,38.6000360839427,138.96012990219373,6,6798.692213588505,0.0,straight,0.0,0.0,accel
0.0,57.0,57.0,38.65606777542348,139.16184399152453,6,6808.561173911655,0.0,straight,0.0,0.0,accel
0.0,58.0,58.0,38.711889137031605,139.3628008933138,6,6818.39308846458,0.0,straight,0.0,0.0,accel
0.0,59.0,59.0,38.76750137563647,139.5630049522913,6,6828.188169815303,0.0,straight,0.0,0.0,accel
0.0,60.0,60.0,38.822905687110676,139.76246047359845,6,6837.946628594974,0.0,straight,0.0,0.0,accel
0.0,61.0,61.0,38.87810325647442,139.9611717233079,6,6847.668673523278,0.0,straight,0.0,0.0,accel
0.0,62.0,62.0,38.93309525803743,140.15914292893476,6,6857.3545114334565,0.0,straight,0.0,0.0,accel
0.0,63.0,63.0,38.98788285553847,140.3563782799385,6,6867.00434729686,0.0,straight,0.0,0.0,accel
0.0,64.0,64.0,39.04246720228248,140.55288192821695,6,6876.618384247119,0.0,straight,0.0,0.0,accel
0.0,65.0,65.0,39.096849441275374,140.74865798859136,6,6886.196823603873,0.0,straight,0.0,0.0,accel
0.0,66.0,66.0,39.15103070535658,140.9437105392837,6,6895.739864896117,0.0,straight,0.0,0.0,accel
0.0,67.0,67.0,39.20501211732939,141.1380436223858,6,6905.247705885176,0.0,straight,0.0,0.0,accel
0.0,68.0,68.0,39.258794790089055,141.3316612443206,6,6914.720542587244,0.0,straight,0.0,0.0,accel
0.0,69.0,69.0,39.31237982674881,141.52456737629572,6,6924.158569295594,0.0,straight,0.0,0.0,accel
0.0,70.0,70.0,39.36576832076376,141.71676595474955,6,6933.561978602397,0.0,straight,0.0,0.0,accel
0.0,71.0,71.0,39.418961356052804,141.9082608817901,6,6942.930961420193,0.0,straight,0.0,0.0,accel
0.0,72.0,72.0,39.4719600071184,142.09905602562623,6,6952.265707002987,0.0,straight,0.0,0.0,accel
0.0,73.0,73.0,39.5247653391645,142.28915522099223,6,6961.5664029670315,0.0,straight,0.0,0.0,accel
0.0,74.0,74.0,39.57737840821255,142.4785622695652,6,6970.833235311232,0.0,straight,0.0,0.0,accel
0.0,75.0,75.0,39.629800261215486,142.66728094037575,6,6980.066388437251,0.0,straight,0.0,0.0,accel
